Sticker_No,Core_No,Plot,Treatment,fires_since_1986,TSF,Total_carbon,Total_nitrogen,Standard,TreeOpen,CoreDepth,SoilDepth,TopsoilDepth,SoilColour,Weight (g),RatioC:N,Sticker_No,Core_No,Plot,Total_carbon,Total_nitrogen,Bulk_Den_g/cm3
1607,6013,95,LN,0,40,2.56,0.06,,Open,20,18.2,9,Yellow-Grey,100.9,42.66666667,1607,6013,95,2.56,0.06,1.334363718
1608,6068,60,LR,4,4,1.31,0.03,,Open,20,18.6,1,Yellow,117.84,43.66666667,1608,6068,60,1.31,0.03,1.524874972
1609,6115,86,UN,1,4,1.73,0.03,,Open,20,16.5,4,Yellow,87.05,57.66666667,1609,6115,86,1.73,0.03,1.269811564
1610,6009,93,LN,0,40,2.88,0.09,,Open,20,15,8,Yellow,76.8,32,1610,6009,93,2.88,0.09,1.232322584
1611,6030,79,UN,0,40,3.22,0.07,,Tree,20,15,4,Grey,73.72,46,1611,6030,79,3.22,0.07,1.182901314
1612,6080,57,LR,1,4,1.9,0.03,,Open,20,13.2,4,Yellow,65.16,63.33333333,1612,6080,57,1.9,0.03,1.188123514
1613,31,107,UF,4,4,2.85,0.09,,Open,20,18.5,5,Yellow-Grey,93.86,31.66666667,1613,31,107,2.85,0.09,1.221133844
1614,6008,93,LN,0,40,2.91,0.07,,Open,20,17.4,1,Yellow,87.23,41.57142857,1614,6008,93,2.91,0.07,1.206621531
1615,6079,57,LR,1,4,4.97,0.08,,Open,20,15.8,10,Grey,82.82,62.125,1615,6079,57,4.97,0.08,1.26163168
1616,6056,59,LR,3,4,1.09,0.03,,Open,20,16.8,3,Yellow,99.56,36.33333333,1616,6056,59,1.09,0.03,1.426362961
1617,6065,75,UN,0,40,2.23,0.05,,Tree,20,17.8,4,Yellow,111.74,44.6,1617,6065,75,2.23,0.05,1.51092571
1618,6126,85,UN,1,4,3.18,0.06,,Tree,18,13.5,6,Yellow-Grey,61.94,53,1618,6126,85,3.18,0.06,1.104312223
1619,6091,84,UN,0,40,1.19,0.03,,Open,20,16.8,5,Yellow,94.64,39.66666667,1619,6091,84,1.19,0.03,1.35587576
1620,6035,80,UN,0,40,3.31,0.07,,Tree,20,17,7,Yellow-Grey,77.91,47.28571429,1620,6035,80,3.31,0.07,1.103058967
1621,6068,60,LR,4,4,1.34,0.03,,Open,20,18.6,1,Yellow,117.84,44.66666667,1621,6068,60,1.34,0.03,1.524874972
1622,6105,90,UN,0,40,3.45,0.09,,Open,20,17.3,4,Yellow,81.46,38.33333333,1622,6105,90,3.45,0.09,1.133320512
1623,6113,89,UN,1,4,2.88,0.05,,Tree,20,17.6,8,Yellow-Grey,91.67,57.6,1623,6113,89,2.88,0.05,1.253628943
1624,6090,13,LF,2,12,1.78,0.04,,Tree,20,17.7,7,Yellow,92.96,44.5,1624,6090,13,1.78,0.04,1.264087961
1625,6092,84,UN,0,40,1.06,0.03,,Open,20,18.2,6,Yellow,97.48,35.33333333,1625,6092,84,1.06,0.03,1.289135533
1626,6007,93,LN,0,40,4.36,0.09,,Open,20,17,8,Yellow,79.92,48.44444444,1626,6007,93,4.36,0.09,1.131516784
1627,6059,59,LR,3,4,1.76,0.02,,Tree,20,18.1,1,Yellow,99.85,88,1627,6059,59,1.76,0.02,1.32777333
1628,6069,60,LR,4,4,2.07,0.13,,Open,20,18.3,6,Yellow,110.63,15.92307692,1628,6069,60,2.07,0.13,1.455044479
1629,6114,89,UN,1,4,1.3,0.04,,Tree,20,16.9,2,Yellow,85.19,32.5,1629,6114,89,1.3,0.04,1.21326693
1630,6009,93,LN,0,40,2.88,0.09,,Open,20,15,8,Yellow,76.8,32,1630,6009,93,2.88,0.09,1.232322584
1631,6056,59,LR,3,4,1.1,0.03,,Open,20,16.8,3,Yellow,99.56,36.66666667,1631,6056,59,1.1,0.03,1.426362961
1632,6086,13,LF,2,12,2.01,0.03,,Open,20,16.2,4,Yellow,85.01,67,1632,6086,13,2.01,0.03,1.263017733
1633,6115,86,UN,1,4,1.75,0.03,,Open,20,16.5,4,Yellow,87.05,58.33333333,1633,6115,86,1.75,0.03,1.269811564
1634,6013,95,LN,0,40,2.57,0.06,,Open,20,18.2,9,Yellow-Grey,100.9,42.83333333,1634,6013,95,2.57,0.06,1.334363718
1635,6088,13,LF,2,12,2.37,0.03,,Tree,20,16.5,4,Yellow,77.61,79,1635,6088,13,2.37,0.03,1.132108851
1636,6059,59,LR,3,4,1.75,0.02,,Tree,20,18.1,1,Yellow,99.85,87.5,1636,6059,59,1.75,0.02,1.32777333
1637,6066,56,LR,3,4,2.11,0.04,,Tree,20,16.7,5,Yellow-Grey,98.58,52.75,1637,6066,56,2.11,0.04,1.42077985
1638,6066,56,LR,3,4,2.1,0.04,,Tree,20,16.7,5,Yellow-Grey,98.58,52.5,1638,6066,56,2.1,0.04,1.42077985
1639,6069,60,LR,4,4,2.1,0.03,,Open,20,18.3,6,Yellow,110.63,70,1639,6069,60,2.1,0.03,1.455044479
1640,6044,81,UN,0,40,1.35,0.04,,Open,20,17.9,4,Yellow,98.57,33.75,1640,6044,81,1.35,0.04,1.325397577
1641,6113,89,UN,1,4,2.88,0.05,,Tree,20,17.6,8,Yellow-Grey,91.67,57.6,1641,6113,89,2.88,0.05,1.253628943
1642,6013,95,LN,0,40,2.59,0.06,,Open,20,18.2,9,Yellow-Grey,100.9,43.16666667,1642,6013,95,2.59,0.06,1.334363718
1643,6044,81,UN,0,40,1.37,0.04,,Open,20,17.9,4,Yellow,98.57,34.25,1643,6044,81,1.37,0.04,1.325397577
1644,6086,13,LF,2,12,2.01,0.03,,Open,20,16.2,4,Yellow,85.01,67,1644,6086,13,2.01,0.03,1.263017733
1645,6080,57,LR,1,4,1.93,0.03,,Open,20,13.2,4,Yellow,65.16,64.33333333,1645,6080,57,1.93,0.03,1.188123514
1646,6079,57,LR,1,4,1.64,0.03,,Open,20,15.8,10,Grey,82.82,54.66666667,1646,6079,57,1.64,0.03,1.26163168
1647,6098,83,UN,0,40,3.19,0.06,,Open,20,15,7,Yellow,62.5,53.16666667,1647,6098,83,3.19,0.06,1.002866686
1648,6053,55,LR,1,25,5.62,0.11,,Tree,20,15.2,11,Grey,70.14,51.09090909,1648,6053,55,5.62,0.11,1.110648464
1649,6030,79,UN,0,40,3.26,0.07,,Tree,20,15,4,Grey,73.72,46.57142857,1649,6030,79,3.26,0.07,1.182901314
1650,6090,13,LF,2,12,1.76,0.04,,Tree,20,17.7,7,Yellow,92.96,44,1650,6090,13,1.76,0.04,1.264087961
1651,6062,56,LR,3,4,1.3,0.03,,Open,20,13.5,5,Yellow,78.71,43.33333333,1651,6062,56,1.3,0.03,1.403300211
1652,6098,83,UN,0,40,3.2,0.05,,Open,20,15,7,Yellow,62.5,64,1652,6098,83,3.2,0.05,1.002866686
1653,6096,84,UN,0,40,3.24,0.05,,Tree,20,15.8,6,Yellow,79.79,64.8,1653,6096,84,3.24,0.05,1.215474424
1654,6003,92,LN,0,40,2.66,0.05,,Open,20,16,5,Yellow,79.05,53.2,1654,6003,92,2.66,0.05,1.189149173
1655,6092,84,UN,0,40,1.06,0.03,,Open,20,18.2,6,Yellow,97.48,35.33333333,1655,6092,84,1.06,0.03,1.289135533
1656,6130,,#N/A,#N/A,#N/A,-0.03,0.00673,12.5% kaolin,N/A,,,,,,-4.457652303,1656,6130,,-0.03,0.00673,#DIV/0!
1657,6126,85,UN,1,4,3.19,0.06,,Tree,18,13.5,6,Yellow-Grey,61.94,53.16666667,1657,6126,85,3.19,0.06,1.104312223
1658,6066,56,LR,3,4,2.11,0.04,,Tree,20,16.7,5,Yellow-Grey,98.58,52.75,1658,6066,56,2.11,0.04,1.42077985
1659,6044,81,UN,0,40,1.38,0.04,,Open,20,17.9,4,Yellow,98.57,34.5,1659,6044,81,1.38,0.04,1.325397577
1660,6069,60,LR,4,4,2.09,0.03,,Open,20,18.3,6,Yellow,110.63,69.66666667,1660,6069,60,2.09,0.03,1.455044479
1661,6065,75,UN,0,40,2.24,0.05,,Tree,20,17.8,4,Yellow,111.74,44.8,1661,6065,75,2.24,0.05,1.51092571
1662,6068,60,LR,4,4,1.29,0.03,,Open,20,18.6,1,Yellow,117.84,43,1662,6068,60,1.29,0.03,1.524874972
1663,6003,92,LN,0,40,2.67,0.05,,Open,20,16,5,Yellow,79.05,53.4,1663,6003,92,2.67,0.05,1.189149173
1664,6065,75,UN,0,40,2.24,0.05,,Tree,20,17.8,4,Yellow,111.74,44.8,1664,6065,75,2.24,0.05,1.51092571
1665,3075,38,UF,3,4,1.9,0.03,,Open,20,15.7,7,Yellow,90.5,63.33333333,1665,3075,38,1.9,0.03,1.387405377
1666,6056,59,LR,3,4,1.1,0.03,,Open,20,16.8,3,Yellow,99.56,36.66666667,1666,6056,59,1.1,0.03,1.426362961
1667,6088,13,LF,2,12,2.36,0.03,,Tree,20,16.5,4,Yellow,77.61,78.66666667,1667,6088,13,2.36,0.03,1.132108851
1668,6092,84,UN,0,40,1.04,0.02,,Open,20,18.2,6,Yellow,97.48,52,1668,6092,84,1.04,0.02,1.289135533
1669,6105,90,UN,0,40,3.43,0.09,,Open,20,17.3,4,Yellow,81.46,38.11111111,1669,6105,90,3.43,0.09,1.133320512
1670,6059,59,LR,3,4,1.74,0.02,,Tree,20,18.1,1,Yellow,99.85,87,1670,6059,59,1.74,0.02,1.32777333
1671,6079,57,LR,1,4,4.99,0.08,,Open,20,15.8,10,Grey,82.82,62.375,1671,6079,57,4.99,0.08,1.26163168
1672,6030,79,UN,0,40,3.24,0.07,,Tree,20,15,4,Grey,73.72,46.28571429,1672,6030,79,3.24,0.07,1.182901314
1673,6115,86,UN,1,4,1.72,0.03,,Open,20,16.5,4,Yellow,87.05,57.33333333,1673,6115,86,1.72,0.03,1.269811564
1674,6035,80,UN,0,40,3.33,0.07,,Tree,20,17,7,Yellow-Grey,77.91,47.57142857,1674,6035,80,3.33,0.07,1.103058967
1675,6132,,#N/A,#N/A,#N/A,3.99,0.01,5% char 1.5% kaolin,N/A,,,,,,399,1675,6132,,3.99,0.01,#DIV/0!
1676,6095,84,UN,0,40,4.14,0.07,,Tree,17,17,7,Yellow,63.05,59.14285714,1676,6095,84,4.14,0.07,0.892669335
1677,6096,84,UN,0,40,3.24,0.05,,Tree,20,15.8,6,Yellow,79.79,64.8,1677,6096,84,3.24,0.05,1.215474424
1678,6105,90,UN,0,40,3.43,0.09,,Open,20,17.3,4,Yellow,81.46,38.11111111,1678,6105,90,3.43,0.09,1.133320512
1679,6091,84,UN,0,40,1.18,0.03,,Open,20,16.8,5,Yellow,94.64,39.33333333,1679,6091,84,1.18,0.03,1.35587576
1680,6080,57,LR,1,4,1.95,0.03,,Open,20,13.2,4,Yellow,65.16,65,1680,6080,57,1.95,0.03,1.188123514
1681,6008,93,LN,0,40,2.92,0.07,,Open,20,17.4,1,Yellow,87.23,41.71428571,1681,6008,93,2.92,0.07,1.206621531
1682,6114,89,UN,1,4,3.89,0.11,,Tree,20,16.9,2,Yellow,85.19,35.36363636,1682,6114,89,3.89,0.11,1.21326693
1683,6053,55,LR,1,25,4.86,0.14,,Tree,20,15.2,11,Grey,70.14,34.71428571,1683,6053,55,4.86,0.14,1.110648464
1684,6009,93,LN,0,40,5.83,0.18,,Open,20,15,8,Yellow,76.8,32.38888889,1684,6009,93,5.83,0.18,1.232322584
1685,6007,93,LN,0,40,6.8,0.21,,Open,20,17,8,Yellow,79.92,32.38095238,1685,6007,93,6.8,0.21,1.131516784
1686,6090,13,LF,2,12,7.77,0.25,,Tree,20,17.7,7,Yellow,92.96,31.08,1686,6090,13,7.77,0.25,1.264087961
1687,6095,84,UN,0,40,8.74,0.29,,Tree,17,17,7,Yellow,63.05,30.13793103,1687,6095,84,8.74,0.29,0.892669335
1688,6035,80,UN,0,40,9.71,0.32,,Tree,20,17,7,Yellow-Grey,77.91,30.34375,1688,6035,80,9.71,0.32,1.103058967
1689,6062,56,LR,3,4,10.68,0.36,,Open,20,13.5,5,Yellow,78.71,29.66666667,1689,6062,56,10.68,0.36,1.403300211
1690,6007,93,LN,0,40,11.65,0.39,,Open,20,17,8,Yellow,79.92,29.87179487,1690,6007,93,11.65,0.39,1.131516784
1691,6008,93,LN,0,40,12.62,0.43,,Open,20,17.4,1,Yellow,87.23,29.34883721,1691,6008,93,12.62,0.43,1.206621531
1692,6095,84,UN,0,40,13.59,0.47,,Tree,17,17,7,Yellow,63.05,28.91489362,1692,6095,84,13.59,0.47,0.892669335
1693,6126,85,UN,1,4,14.56,0.5,,Tree,18,13.5,6,Yellow-Grey,61.94,29.12,1693,6126,85,14.56,0.5,1.104312223
1694,6088,13,LF,2,12,15.53,0.54,,Tree,20,16.5,4,Yellow,77.61,28.75925926,1694,6088,13,15.53,0.54,1.132108851
1695,6003,92,LN,0,40,16.5,0.57,,Open,20,16,5,Yellow,79.05,28.94736842,1695,6003,92,16.5,0.57,1.189149173
1696,6098,83,UN,0,40,17.47,0.61,,Open,20,15,7,Yellow,62.5,28.63934426,1696,6098,83,17.47,0.61,1.002866686
1697,6086,13,LF,2,12,18.44,0.65,,Open,20,16.2,4,Yellow,85.01,28.36923077,1697,6086,13,18.44,0.65,1.263017733
1698,6113,89,UN,1,4,19.41,0.68,,Tree,20,17.6,8,Yellow-Grey,91.67,28.54411765,1698,6113,89,19.41,0.68,1.253628943
1699,6092,84,UN,0,40,20.38,0.72,,Open,20,18.2,6,Yellow,97.48,28.30555556,1699,6092,84,20.38,0.72,1.289135533
1700,6062,56,LR,3,4,21.35,0.76,,Open,20,13.5,5,Yellow,78.71,28.09210526,1700,6062,56,21.35,0.76,1.403300211
1701,6119,86,UN,1,4,22.32,0.79,,Tree,20,16.8,12,Yellow-Grey,67.39,28.25316456,1701,6119,86,22.32,0.79,0.965474085
1702,6124,85,UN,1,4,23.29,0.83,,Tree,20,16.5,3,Yellow,73.5,28.06024096,1702,6124,85,23.29,0.83,1.072155657
1703,6083,57,LR,1,4,24.26,0.86,,Tree,20,11.1,4,Yellow-Grey,44.73,28.20930233,1703,6083,57,24.26,0.86,0.969907608
1704,6118,86,UN,1,4,25.23,0.9,,Tree,20,15.9,3,Yellow,69.9,28.03333333,1704,6118,86,25.23,0.9,1.058118964
1705,6004,92,LN,0,40,3.53,0.07,,Tree,20,15.2,7,Yellow,64.7,50.42857143,1705,6004,92,3.53,0.07,1.024507494
1706,6085,13,LF,2,12,2.69,0.05,,Open,18,16.2,4,Yellow,80.27,53.8,1706,6085,13,2.69,0.05,1.192594206
1707,6117,86,UN,1,4,1.81,0.04,,Open,20,16.8,6,Yellow,81.06,45.25,1707,6117,86,1.81,0.04,1.161319623
1708,6120,86,UN,1,4,4.23,0.06,,Tree,20,18,10,Yellow,79.75,70.5,1708,6120,86,4.23,0.06,1.066381576
1709,6055,59,LR,3,4,1.06,0.03,,Open,20,14.4,3,Yellow,85.6,35.33333333,1709,6055,59,1.06,0.03,1.430756472
1710,6058,59,LR,3,4,0.8,0.02,,Tree,20,16.8,2,Yellow,89.92,40,1710,6058,59,0.8,0.02,1.288253892
1711,6064,56,LR,3,4,1.92,0.04,,Tree,20,15.2,6,Yellow,84.83,48,1711,6064,56,1.92,0.04,1.343260752
1712,6107,90,UN,0,40,3.44,0.09,,Tree,20,15.9,5,Yellow,69.51,38.22222222,1712,6107,90,3.44,0.09,1.052215296
1713,6099,83,UN,0,40,2.89,0.09,,Open,13,11.8,7,Yellow,51.76,32.11111111,1713,6099,83,2.89,0.09,1.055763654
1714,6058,59,LR,3,4,0.81,0.02,,Tree,20,16.8,2,Yellow,89.92,40.5,1714,6058,59,0.81,0.02,1.288253892
1715,6117,86,UN,1,4,1.83,0.04,,Open,20,16.8,6,Yellow,81.06,45.75,1715,6117,86,1.83,0.04,1.161319623
1716,6082,57,LR,1,4,1.96,0.04,,Tree,20,18,2,Yellow-Grey,96.16,49,1716,6082,57,1.96,0.04,1.285808807
1717,6071,60,LR,4,4,2.32,0.05,,Tree,12,11.4,4,Yellow,59.34,46.4,1717,6071,60,2.32,0.05,1.252844403
1718,6081,57,LR,1,4,1.95,0.05,,Open,20,16.4,3,Yellow,86.17,39,1718,6081,57,1.95,0.05,1.264639351
1719,6124,85,UN,1,4,2.41,0.06,,Tree,20,16.5,3,Yellow,73.5,40.16666667,1719,6124,85,2.41,0.06,1.072155657
1720,6094,84,UN,0,40,2.67,0.06,,Tree,20,16.1,6,Yellow,84,44.5,1720,6094,84,2.67,0.06,1.255763503
1721,6104,90,UN,0,40,4.45,0.12,,Open,20,16.9,8,Yellow,65.15,37.08333333,1721,6104,90,4.45,0.12,0.927859379
1722,6034,80,UN,0,40,6.04,0.09,,Tree,20,17.9,10,Grey,82.04,67.11111111,1722,6034,80,6.04,0.09,1.103130944
1723,6061,56,LR,3,4,1.36,0.03,,Open,20,15.6,5,Yellow,93.45,45.33333333,1723,6061,56,1.36,0.03,1.44181372
1724,6083,57,LR,1,4,6.14,0.07,,Tree,20,11.1,4,Yellow-Grey,44.73,87.71428571,1724,6083,57,6.14,0.07,0.969907608
1725,6125,85,UN,1,4,1.99,0.03,,Tree,19,11,5,Yellow,54.3,66.33333333,1725,6125,85,1.99,0.03,1.188123514
1726,6064,56,LR,3,4,1.92,0.04,,Tree,20,15.2,6,Yellow,84.83,48,1726,6064,56,1.92,0.04,1.343260752
1727,6121,85,UN,1,4,2.44,0.05,,Open,20,16,9,Yellow,76.08,48.8,1727,6121,85,2.44,0.05,1.144471462
1728,6067,60,LR,4,4,1.94,0.04,,Open,20,18.5,5,Yellow,98.62,48.5,1728,6067,60,1.94,0.04,1.283062217
1729,6055,59,LR,3,4,1.06,0.03,,Open,20,14.4,3,Yellow,85.6,35.33333333,1729,6055,59,1.06,0.03,1.430756472
1730,6046,81,UN,0,40,1.84,0.04,,Tree,20,18.4,3,Yellow,100.35,46,1730,6046,81,1.84,0.04,1.312665286
1731,6004,92,LN,0,40,3.54,0.07,,Tree,20,15.2,7,Yellow,64.7,50.57142857,1731,6004,92,3.54,0.07,1.024507494
1732,6071,60,LR,4,4,2.32,0.05,,Tree,12,11.4,4,Yellow,59.34,46.4,1732,6071,60,2.32,0.05,1.252844403
1733,6072,60,LR,4,4,3.73,0.07,,Tree,20,14.1,3,Yellow,71.23,53.28571429,1733,6072,60,3.73,0.07,1.215901175
1734,6118,86,UN,1,4,4.18,0.06,,Tree,20,15.9,3,Yellow,69.9,69.66666667,1734,6118,86,4.18,0.06,1.058118964
1735,6071,60,LR,4,4,2.32,0.05,,Tree,12,11.4,4,Yellow,59.34,46.4,1735,6071,60,2.32,0.05,1.252844403
1736,6120,86,UN,1,4,4.25,0.06,,Tree,20,18,10,Yellow,79.75,70.83333333,1736,6120,86,4.25,0.06,1.066381576
1737,6112,89,UN,1,4,2.53,0.03,,Tree,20,17.5,5,Yellow,75.39,84.33333333,1737,6112,89,2.53,0.03,1.036883924
1738,6004,92,LN,0,40,3.52,0.07,,Tree,20,15.2,7,Yellow,64.7,50.28571429,1738,6004,92,3.52,0.07,1.024507494
1739,6124,85,UN,1,4,2.41,0.06,,Tree,20,16.5,3,Yellow,73.5,40.16666667,1739,6124,85,2.41,0.06,1.072155657
1740,6117,86,UN,1,4,1.83,0.04,,Open,20,16.8,6,Yellow,81.06,45.75,1740,6117,86,1.83,0.04,1.161319623
1741,6083,57,LR,1,4,6.14,0.08,,Tree,20,11.1,4,Yellow-Grey,44.73,76.75,1741,6083,57,6.14,0.08,0.969907608
1742,6082,57,LR,1,4,1.96,0.04,,Tree,20,18,2,Yellow-Grey,96.16,49,1742,6082,57,1.96,0.04,1.285808807
1743,6121,85,UN,1,4,2.44,0.05,,Open,20,16,9,Yellow,76.08,48.8,1743,6121,85,2.44,0.05,1.144471462
1744,6085,13,LF,2,12,2.71,0.05,,Open,18,16.2,4,Yellow,80.27,54.2,1744,6085,13,2.71,0.05,1.192594206
1745,6118,86,UN,1,4,4.17,0.06,,Tree,20,15.9,3,Yellow,69.9,69.5,1745,6118,86,4.17,0.06,1.058118964
1746,6046,81,UN,0,40,1.85,0.04,,Tree,20,18.4,3,Yellow,100.35,46.25,1746,6046,81,1.85,0.04,1.312665286
1747,6123,85,UN,1,4,2.54,0.06,,Open,20,17.4,10,Yellow,78.07,42.33333333,1747,6123,85,2.54,0.06,1.079914513
1748,6119,86,UN,1,4,4.36,0.08,,Tree,20,16.8,12,Yellow-Grey,67.39,54.5,1748,6119,86,4.36,0.08,0.965474085
1749,6097,83,UN,0,40,1.6,0.03,,Open,20,17.1,5,Yellow,84.77,53.33333333,1749,6097,83,1.6,0.03,1.193165038
1750,6081,57,LR,1,4,2.02,0.05,,Open,20,16.4,3,Yellow,86.17,40.4,1750,6081,57,2.02,0.05,1.264639351
1751,6132,,#N/A,#N/A,#N/A,4.1,0.00835,5% char 1.5% kaolin,N/A,,,,,,491.0179641,1751,6132,,4.1,0.00835,#DIV/0!
1752,6104,90,UN,0,40,4.61,0.12,,Open,20,16.9,8,Yellow,65.15,38.41666667,1752,6104,90,4.61,0.12,0.927859379
1753,6125,85,UN,1,4,2.06,0.03,,Tree,19,11,5,Yellow,54.3,68.66666667,1753,6125,85,2.06,0.03,1.188123514
1754,6084,57,LR,1,4,2.72,0.04,,Tree,20,16.8,8,Yellow,90.59,68,1754,6084,57,2.72,0.04,1.297852759
1755,6061,56,LR,3,4,1.41,0.02,,Open,20,15.6,5,Yellow,93.45,70.5,1755,6061,56,1.41,0.02,1.44181372
1756,6072,60,LR,4,4,3.82,0.06,,Tree,20,14.1,3,Yellow,71.23,63.66666667,1756,6072,60,3.82,0.06,1.215901175
1757,6094,84,UN,0,40,2.8,0.05,,Tree,20,16.1,6,Yellow,84,56,1757,6094,84,2.8,0.05,1.255763503
1758,6107,90,UN,0,40,3.58,0.09,,Tree,20,15.9,5,Yellow,69.51,39.77777778,1758,6107,90,3.58,0.09,1.052215296
1759,6058,59,LR,3,4,0.84,0.01,,Tree,20,16.8,2,Yellow,89.92,84,1759,6058,59,0.84,0.01,1.288253892
1760,6120,86,UN,1,4,4.34,0.06,,Tree,20,18,10,Yellow,79.75,72.33333333,1760,6120,86,4.34,0.06,1.066381576
1761,6067,60,LR,4,4,2.03,0.03,,Open,20,18.5,5,Yellow,98.62,67.66666667,1761,6067,60,2.03,0.03,1.283062217
1762,6034,80,UN,0,40,6.32,0.09,,Tree,20,17.9,10,Grey,82.04,70.22222222,1762,6034,80,6.32,0.09,1.103130944
1763,6083,57,LR,1,4,6.41,0.07,,Tree,20,11.1,4,Yellow-Grey,44.73,91.57142857,1763,6083,57,6.41,0.07,0.969907608
1764,6112,89,UN,1,4,2.61,0.03,,Tree,20,17.5,5,Yellow,75.39,87,1764,6112,89,2.61,0.03,1.036883924
1765,6110,89,UN,1,4,1.56,0.02,,Open,20,17.8,4,Yellow,102.99,78,1765,6110,89,1.56,0.02,1.392609978
1766,6085,13,LF,2,12,2.79,0.04,,Open,18,16.2,4,Yellow,80.27,69.75,1766,6085,13,2.79,0.04,1.192594206
1767,3075,38,UF,3,4,1.94,0.02,,Open,20,15.7,7,Yellow,90.5,97,1767,3075,38,1.94,0.02,1.387405377
1768,6097,83,UN,0,40,1.64,0.03,,Open,20,17.1,5,Yellow,84.77,54.66666667,1768,6097,83,1.64,0.03,1.193165038
1769,6099,83,UN,0,40,2.99,0.08,,Open,13,11.8,7,Yellow,51.76,37.375,1769,6099,83,2.99,0.08,1.055763654
1770,6106,90,UN,0,40,2.46,0.07,,Tree,20,18.3,10,Yellow,87.33,35.14285714,1770,6106,90,2.46,0.07,1.148594724
1771,6064,56,LR,3,4,2.01,0.03,,Tree,20,15.2,6,Yellow,84.83,67,1771,6064,56,2.01,0.03,1.343260752
1772,6084,57,LR,1,4,2.72,0.04,,Tree,20,16.8,8,Yellow,90.59,68,1772,6084,57,2.72,0.04,1.297852759
1773,6110,89,UN,1,4,1.56,0.02,,Open,20,17.8,4,Yellow,102.99,78,1773,6110,89,1.56,0.02,1.392609978
1774,31,107,UF,4,4,2.93,0.08,,Open,20,18.5,5,Yellow-Grey,93.86,36.625,1774,31,107,2.93,0.08,1.221133844
1775,6106,90,UN,0,40,2.48,0.07,,Tree,20,18.3,10,Yellow,87.33,35.42857143,1775,6106,90,2.48,0.07,1.148594724
1776,6123,85,UN,1,4,2.54,0.06,,Open,20,17.4,10,Yellow,78.07,42.33333333,1776,6123,85,2.54,0.06,1.079914513
1777,6084,57,LR,1,4,2.7,0.05,,Tree,20,16.8,8,Yellow,90.59,54,1777,6084,57,2.7,0.05,1.297852759
1778,6072,60,LR,4,4,3.79,0.07,,Tree,20,14.1,3,Yellow,71.23,54.14285714,1778,6072,60,3.79,0.07,1.215901175
1779,6123,85,UN,1,4,2.57,0.06,,Open,20,17.4,10,Yellow,78.07,42.83333333,1779,6123,85,2.57,0.06,1.079914513
1780,6099,83,UN,0,40,2.95,0.09,,Open,13,11.8,7,Yellow,51.76,32.77777778,1780,6099,83,2.95,0.09,1.055763654
1781,6097,83,UN,0,40,1.58,0.04,,Open,20,17.1,5,Yellow,84.77,39.5,1781,6097,83,1.58,0.04,1.193165038
1782,6046,81,UN,0,40,1.87,0.04,,Tree,20,18.4,3,Yellow,100.35,46.75,1782,6046,81,1.87,0.04,1.312665286
1783,6104,90,UN,0,40,4.51,0.13,,Open,20,16.9,8,Yellow,65.15,34.69230769,1783,6104,90,4.51,0.13,0.927859379
1784,6107,90,UN,0,40,3.52,0.1,,Tree,20,15.9,5,Yellow,69.51,35.2,1784,6107,90,3.52,0.1,1.052215296
1785,6067,60,LR,4,4,1.97,0.04,,Open,20,18.5,5,Yellow,98.62,49.25,1785,6067,60,1.97,0.04,1.283062217
1786,6125,85,UN,1,4,2.01,0.03,,Tree,19,11,5,Yellow,54.3,67,1786,6125,85,2.01,0.03,1.188123514
1787,6034,80,UN,0,40,6.16,0.1,,Tree,20,17.9,10,Grey,82.04,61.6,1787,6034,80,6.16,0.1,1.103130944
1788,6112,89,UN,1,4,2.54,0.04,,Tree,20,17.5,5,Yellow,75.39,63.5,1788,6112,89,2.54,0.04,1.036883924
1789,6110,89,UN,1,4,1.52,0.03,,Open,20,17.8,4,Yellow,102.99,50.66666667,1789,6110,89,1.52,0.03,1.392609978
1790,6121,85,UN,1,4,2.47,0.05,,Open,20,16,9,Yellow,76.08,49.4,1790,6121,85,2.47,0.05,1.144471462
1791,6081,57,LR,1,4,1.91,0.05,,Open,20,16.4,3,Yellow,86.17,38.2,1791,6081,57,1.91,0.05,1.264639351
1792,6106,90,UN,0,40,2.43,0.08,,Tree,20,18.3,10,Yellow,87.33,30.375,1792,6106,90,2.43,0.08,1.148594724
1793,6055,59,LR,3,4,1.07,0.03,,Open,20,14.4,3,Yellow,85.6,35.66666667,1793,6055,59,1.07,0.03,1.430756472
1794,6083,57,LR,1,4,6.25,0.08,,Tree,20,11.1,4,Yellow-Grey,44.73,78.125,1794,6083,57,6.25,0.08,0.969907608
1795,6061,56,LR,3,4,1.38,0.03,,Open,20,15.6,5,Yellow,93.45,46,1795,6061,56,1.38,0.03,1.44181372
1796,6119,86,UN,1,4,4.44,0.08,,Tree,20,16.8,12,Yellow-Grey,67.39,55.5,1796,6119,86,4.44,0.08,0.965474085
1797,6131,,#N/A,#N/A,#N/A,0.77,0.00438,1% char 1.5% kaolin,N/A,,,,,,175.7990868,1797,6131,,0.77,0.00438,#DIV/0!
1798,6094,84,UN,0,40,2.73,0.06,,Tree,20,16.1,6,Yellow,84,45.5,1798,6094,84,2.73,0.06,1.255763503
1799,6082,57,LR,1,4,2,0.03,,Tree,20,18,2,Yellow-Grey,96.16,66.66666667,1799,6082,57,2,0.03,1.285808807
